audio,text,Pilot Reply,Message Label
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_039.wav,air malta zero zero four turn right one zero degrees due traffic ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_223.wav,lufthansa four five seven five ah rhein one three two decimal four good bye ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_082.wav,lufthansa triple five zero own navigation to st prex ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_180.wav,netherlands four one four ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_016.wav,airfrans three two six one turn left heading two five zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_162.wav,iberia three four two two good morning radar contact route trasadingen nelli ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_216.wav,turkair nine two five good morning squawk one zero zero five ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_173.wav,alitalia four zero one ah guten tag maintain three three zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_102.wav,condor one zero four contact now zurich on one three three decimal four good bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_214.wav,air malta one hundred turn now left to trasadingen then luxeuil ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_182.wav,united six nine turn ah left one zero degrees ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_267.wav,speedbird seven seven whiskey whiskey contact reims one three four decimal four good day ,"Switching to the mentioned frequency, thank you.",Speed Adjustment
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_206.wav,sabena eight two six alfa rhein one two zero nine two good bye ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_181.wav,netherlands four one four descend to flight level three three zero ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_133.wav,airfrans three five six set course direct morok ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_165.wav,lufthansa four six five two guten tag maintain level three three zero trasadingen st prex ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_117.wav,cotam one one four one climb to flight level three three zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_067.wav,[EMPTY] ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_186.wav,india fox golf climb to flight level three four zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_130.wav,lufthansa triple five zero descend to flight level two five zero ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_043.wav,air inter three two zero papa hotel good morning squawk two seven one two ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_262.wav,jetaviation seven zero one descend to flight level two five zero ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_164.wav,contact milan one three four five two good bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_071.wav,and geneva one three three one five good bye ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_045.wav,contact milan one three four five two good bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_269.wav,lufthansa four three seven six ah good afternoon roger ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_242.wav,india fox golf contact now rhein one three two decimal four good bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_153.wav,viva nine zero eight one descend to flight level two nine zero ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_229.wav,correct ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_143.wav,alitalia one one seven descend to flight level two nine zero ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_021.wav,ah roger turn ah left heading two one five to keep you within the airway ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_235.wav,roger fly now heading zero four zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_246.wav,lauda six eight six nine good morning maintain level three five zero when reaching ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_166.wav,[EMPTY] ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_179.wav,united six nine good morning roger ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_014.wav,lufthansa four three five six good morning squawk two seven one two ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_249.wav,jetaviation seven zero one descend to flight level three two zero ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_189.wav,shamrock four eight two two descend to flight level two five zero ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_057.wav,air inter three two zero papa hotel is cleared direct to morok ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_042.wav,airfrans three two six one own navigation to st prex ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_218.wav,iberia three four two two contact rhein one three two decimal four adios ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_009.wav,aero lloyd five six zero good morning radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_169.wav,lufthansa eight two two one guten tag maintain three three zero trasadingen zurich east fusse ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_199.wav,yeah continue ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_138.wav,roger aero lloyd five one seven ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_091.wav,airfrans one five five four good morning descend to flight level three three zero rate two thousand or more ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_137.wav,aero lloyd five one seven report your heading ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_032.wav,[EMPTY] ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_152.wav,airfrans three five six reims one three four four good bye ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_033.wav,air berlin five zero eight one calling ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_200.wav,iberia three four two two own navigation to nelli ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_055.wav,foxtrot sierra india i'm sorry two nine zero will be final t= cruising level in zurich area ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_063.wav,lufthansa four three five six reims one three four four good bye ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_097.wav,alitalia one one seven good morning radar contact bre= break condor one zero four climb to flight level three five zero give me a good rate until reaching please ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_220.wav,alitalia four zero one ah for track correction right heading one eight zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_083.wav,air berlin five zero eight one ah geneva one three three one five tschuss ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_266.wav,jetaviation seven zero one milan one three four five two good bye ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_007.wav,swissair six five two zero contact rhein one two zero nine two good bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_187.wav,alitalia four correction alitalia four zero one turn left heading one seven zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_003.wav,jet set two zero seven left direct to hochwald ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_197.wav,[EMPTY] ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_240.wav,alitalia four eight five descend to flight level two five zero ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_203.wav,adria one six four two ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_149.wav,aero lloyd five one seven set course direct to karlsruhe ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_064.wav,aero lloyd five six zero geneva one three three one five own navigation to st prex ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_086.wav,condor one zero four good morning squawk seven five three one ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_259.wav,sabena nine three six nine guten tag roger ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_072.wav,air berlin five zero eight one own navigation to st prex ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_026.wav,lufthansa eight two six eight ah three one zero is final level due traffic ah you may set course direct to olben ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_087.wav,jetcom one three three climb to flight level three four zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_183.wav,[EMPTY] ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_205.wav,alitalia two nine two rhein one two zero nine two ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_058.wav,air malta zero zero four own navigation to frankfurt ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_114.wav,viva nine zero eight one ah good morning maintain three four zero zurich east fusse ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_219.wav,aero lloyd correction europa three six one good morning roger ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_237.wav,india fox golf could you accept level three six zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_080.wav,thank you ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_127.wav,sabena eight two six alfa climb to flight level ah three two zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_154.wav,swissair four eight eight contact rhein one three two decimal four adieu ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_134.wav,swissair four eight eight climb to flight level three one zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_245.wav,speedbird seven seven whiskey whiskey right heading two seven zero ,"Acknowledged, proceeding as planned.",Speed Adjustment
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_190.wav,lufthansa eight two two one descend to flight level two nine zero ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_022.wav,scandinavian six one four contact rhein one two zero nine two good bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_008.wav,ind= israeli air force six eight six resume own navigation to tango ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_177.wav,lufthansa four five seven five good morning radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_194.wav,adria one six four two contact ah reims one three four decimal four good bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_243.wav,air malta one hundred reims one three four four good bye ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_034.wav,roger air berlin five zero eight one to keep you within the airway fly heading two one five ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_221.wav,alitalia four eight five own navigation to saronno ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_011.wav,israeli air force six eight six contact rhein one three two decimal four good bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_148.wav,~u ~s air one four descend to flight level two nine zero ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_263.wav,speedbird seven seven whiskey whiskey own navigation direct to luxeuil ,"Acknowledged, proceeding as planned.",Speed Adjustment
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_059.wav,contact rhein one two zero nine two good bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_024.wav,lufthansa five three one eight contact milan one three four five two good bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_207.wav,lufthansa four four one six good morning radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_012.wav,french air force four two three four resume own navigation direct to morok ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_119.wav,roger maintain ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_260.wav,hapag lloyd three five five one descend now to flight level two five zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_250.wav,alitalia four zero one milan one three four five two good bye ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_044.wav,blue five seven two descend to flight level two five zero ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/zf1/zf1_05/zf1_05_139.wav,airfrans three five six due traffic fly heading two seven zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_225.wav,alitalia four eight five descend to flight level two five zero ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_216.wav,lufthansa four five seven five ah rhein on one three two decimal four good bye ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_143.wav,tra= ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_050.wav,hapag lloyd ah six five three good morning radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_122.wav,speedway ah three four six nine rate of descent two thousand or more until passing two eight zero ,"Acknowledged, proceeding as planned.",Speed Adjustment
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_155.wav,transwede one zero seven geneva one three three one five good bye ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_248.wav,alitalia four eight seven descend to flight level two seven zero ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_197.wav,alitalia four eight five descend to flight level three three zero ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_017.wav,air malta zero zero four is identified maintain level three four zero trasadingen karlsruhe ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_062.wav,hapag lloyd six five three climb to flight level three three zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_222.wav,ah okay own navigatio= ah set course direct to hochwald ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_069.wav,hapag lloyd six five three turn right heading two two zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_111.wav,lufthansa triple five zero ah milan one three four five two good bye ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_253.wav,good bye ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_077.wav,lufthansa ah disregard ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_085.wav,airfrans one five five four descend to flight level three three zero ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_237.wav,lauda six eight six nine good morning roger ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_104.wav,foxtrot sierra india contact milan one three four five two good bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_071.wav,contact ah zurich one three three decimal four good bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_193.wav,europa three six one good morning radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_247.wav,jetaviation seven zero one descend to flight level two five zero ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_136.wav,sabena eight two six alfa turn right one zero degrees ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_052.wav,airfrans three two six one own navigation to st prex ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_174.wav,alitalia one one seven milan one three four five two good bye ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_194.wav,[EMPTY] ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_011.wav,airfrans three two six one good morning roger ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_218.wav,lufthansa eight two two one contact ah milan one three four five two good bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_172.wav,good morning alitalia four zero one radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_121.wav,lufthansa four three nine three descend to flight level two nine zero ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_260.wav,<OT> yeah thanks thanks <FL> </FL> </OT> ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_212.wav,united six nine contact milan one three four five two good bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_048.wav,lufthansa eight two six eight climb to flight level three five zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_162.wav,oh sorry station calling say again ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_145.wav,ah report position ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_202.wav,alitalia four eight five descend to flight level ah three one zero ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_188.wav,alitalia two nine two contact ah rhein one two zero nine two good bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_179.wav,alitalia four zero one turn left heading one seven zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_110.wav,lufthansa three five seven seven rhein one three two decimal four good bye ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_018.wav,scandinavian six eight six resume own navigation to tango ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_123.wav,swissair four eight eight turn left heading zero two zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_171.wav,alitalia one one seven descend to flight level two five zero ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_209.wav,lufthansa eight two two one descend to flight level two nine zero ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_009.wav,austrian two two contact milan one three four five two good bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_089.wav,condor one zero four climb to flight level three three zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_020.wav,lufthansa four three five six good morning squawk two seven one two ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_094.wav,jetcom one three three contact zurich one three three decimal four good bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_091.wav,airfrans three five six good morning squawk seven five three six ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_208.wav,iberia three four two two contact rhein one three two decimal four good bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_036.wav,lufthansa five three one eight milan one three four five two good bye ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_217.wav,europa three six one continue present heading ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_185.wav,roger report your heading to zurich one three three decimal four good bye ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_149.wav,europa three eight one rate two thousand five hundred or more ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_013.wav,air malta zero zero four good morning squawk two seven three five ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_135.wav,alitalia two nine two good morning squawk two seven six one ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_107.wav,speedway three four six nine due traffic descend to flight level two seven zero ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_232.wav,speedbird seven seven whiskey whiskey after trasadingen direct to luxeuil ,"Acknowledged, proceeding as planned.",Speed Adjustment
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_211.wav,turkish nine two five is identified maintain level three two zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_118.wav,airfrans one five five four contact milan one three four five two good bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_254.wav,jetaviation seven zero one milan one three four five two good bye ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_186.wav,shamrock four eight two two contact milan one three four decimal five two good day ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_187.wav,netherlands four one four good morning set course direct saronno ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_065.wav,jetcom one three three climb to flight level three four zero rate fifteen hundred or more ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_004.wav,transwede three five seven one good morning squawk two seven four zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_203.wav,sabena ah disregard ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_045.wav,air malta zero zero four turn right one five degrees due traffic ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_007.wav,transwede three five seven one is identified maintain level three four zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_051.wav,hamburg air two five four six good morning climb to flight level ah three one zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_128.wav,yeah after trasadingen heading zero nine zero to kempten ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_150.wav,aero lloyd five nine zero good morning roger ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_125.wav,transwede one zero seven turn right heading two two zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_068.wav,air inter three two zero papa hotel set course direct to morok ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_015.wav,and airfrans three two six one is identified maintain level two eight zero for the time and fly heading two five five ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_177.wav,lufthansa four six five two climb to flight level three three zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_153.wav,sabena eight two six alfa own navigation to trasadingen ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_168.wav,shamrock four eight two two zurich good afternoon radar contact descend to flight level three three zero ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_160.wav,lufthansa four six five two good morning radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_038.wav,contact milan one three four five two good bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_006.wav,ah french air force four two three four due traffic via trasadingen please ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_246.wav,delta seven six maintain three five zero ah further descent in two minutes opposite traffic below ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/zf1/zf1_03/zf1_03_210.wav,jetaviation seven zero one is identified fly heading two five five ,"Acknowledged, proceeding as planned.",General Information
